"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"2844","AAQAhSpEAIA=",0,0,0,0,0,0,0,0,100,0,0,0
"2845","AARAACIAAIA=",100,0,0,0,0,0,0,0,0,0,0,0
"2846","AABpYBIAFgA=",0,0,0,0,100,0,0,0,0,0,0,0
"2847","AATxbfIxNoA=",0,0,0,0,0,0,0,31.25,68.75,0,0,0
"2848","AAQfavIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2849","nzxZNr2R52E=",30,0,0,0,0,70,0,0,0,0,0,0
"2850","AAS7RPIxNoA=",0,0,0,0,0,100,0,0,0,0,0,0
"2851","AARFK/IxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2852","AAQGECpBIgA=",0,0,0,0,0,0,0,100,0,0,0,0
"2853","AARlqSp1M4A=",0,0,0,0,0,0,100,0,0,0,0,0
"2854","AARcNPIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2855","AATyPPIxNoA=",0,0,0,0,100,0,0,0,0,0,0,0
"2856","AATHPPIxNoA=",0,0,0,0,0,100,0,0,0,0,0,0
"2857","AARsc/IxNoA=",0,0,0,0,0,0,100,0,0,0,0,0
"2858","7aNz4Vz392E=",0,0,0,0,0,0,0,50,0,50,0,0
"2859","AAQAbPIxNoE=",0,0,1.06382978723404,37.2340425531915,20.2127659574468,0,28.7234042553191,12.7659574468085,0,0,0,0
"2860","AAScePIxNoA=",0,0,0,12.7777777777778,27.2222222222222,12.2222222222222,30,17.7777777777778,0,0,0,0
"2861","AAROMPIxNoA=",0,0,0,0,15.625,4.6875,7.03125,0,72.65625,0,0,0
"2862","AASid/IxNoA=",0,0,0,0,0,25.3846153846154,22.3076923076923,12.3076923076923,8.46153846153846,31.5384615384615,0,0
"2863","TECCAAKQRmE=",0,0,0,0,0,0,0,0,0,0,0,100
"2864","AACSCJIxBgA=",0,100,0,0,0,0,0,0,0,0,0,0
"2865","AATHdfIxNoA=",0,0,0,0,0,0,0,100,0,0,0,0
"2866","AASud/IxNoA=",0,0,0.970873786407767,16.504854368932,21.3592233009709,14.5631067961165,2.9126213592233,32.0388349514563,11.6504854368932,0,0,0
"2867","AAQpdfIxNoE=",0,0,0,33.3333333333333,0,0,0,0,66.6666666666667,0,0,0
"2868","AAQib/IxNoE=",0,0,0,0,12.5,0,0,50,0,37.5,0,0
"2869","AAAAiAJxAwA=",0,0,0,0,0,0,0,0,0,0,0,100
"2870","b1qiQUKa5mE=",0,0,0,100,0,0,0,0,0,0,0,0
"2871","AAT0RfIxNoA=",0,0,0,0,0,100,0,0,0,0,0,0
"2872","AAQkaPIxNoA=",0,0,0,0,0,0,0,42.4242424242424,57.5757575757576,0,0,0
"2873","AASKMvIxNoA=",0,0,0,0,0,0,0,0,100,0,0,0
"2874","AAQMePIxNoE=",0,0,12.3076923076923,32.3076923076923,26.1538461538462,0,6.15384615384615,0,23.0769230769231,0,0,0
"2875","070j1BnYa2E=",0,0,0,0,0,0,61.6666666666667,15,23.3333333333333,0,0,0
"2876","AAR0M/IxNoA=",0,0,0,0,0,0,0,0,100,0,0,0
"2877","AAQxd/IxNoA=",0,0,0,46.4285714285714,21.4285714285714,14.2857142857143,7.14285714285714,0,10.7142857142857,0,0,0
"2878","DUfGFmChJ2E=",0,0,18.2926829268293,12.1951219512195,62.1951219512195,0,0,0,7.31707317073171,0,0,0
"2879","AAQobvIxNoE=",0,0,0,0,11.304347826087,41.7391304347826,16.5217391304348,15.6521739130435,14.7826086956522,0,0,0
"2880","AAQub/IxNoE=",0,0,0,0,0,0,0,100,0,0,0,0
"2881","AASUWKIBIgA=",0,0,100,0,0,0,0,0,0,0,0,0
"2882","AAASKJIxBgA=",0,0,100,0,0,0,0,0,0,0,0,0
"2883","AAQWefIxNoA=",0,0,0,0,0,0,100,0,0,0,0,0
"2884","AAQBdPIxNoE=",0,0,0,0,48,0,52,0,0,0,0,0
"2885","AASWkCp1M4A=",0,0,0,0,61.9047619047619,0,0,0,38.0952380952381,0,0,0
"2886","mwNnct55DGE=",0,0,0,0,0,0,0,0,57.5,42.5,0,0
"2887","AAAEcNIxBAA=",0,0,0,0,0,0,0,0,0,0,0,100
"2888","AAQPQPIxNoE=",0,0,0,0,17.3076923076923,11.5384615384615,26.9230769230769,25,11.5384615384615,0,0,7.69230769230769
"2889","dTB4WdxzYGE=",0,0,0,0,32.5,0,0,67.5,0,0,0,0
"2890","jZN3zhKmZGE=",0,0,0,0,6.39269406392694,37.4429223744292,25.5707762557078,30.5936073059361,0,0,0,0
"2891","AAQCQPIxNoE=",0,0,0,51.9230769230769,48.0769230769231,0,0,0,0,0,0,0
"2892","AASqdPIxNoA=",0,0,0,0,100,0,0,0,0,0,0,0
"2893","AAAALJIxBgE=",0,0,0,0,0,0,0,0,0,0,0,100
"2894","nGAQLBLRSGE=",0,0,0,0,0,0,0,100,0,0,0,0
"2895","AAQiZ/IxNoA=",0,0,0,0,0,0,0,0,0,0,0,100
"2896","AAAgSdAxIAE=",0,0,0,0,0,0,0,0,0,0,0,100
"2897","AACCJJIxBgA=",100,0,0,0,0,0,0,0,0,0,0,0
"2898","H+PMXJyM4WE=",0,0,0,39.5604395604396,0,0,41.7582417582418,18.6813186813187,0,0,0,0
"2899","AAQrc/IxNoA=",0,0,0,11.2244897959184,11.2244897959184,0,6.12244897959184,36.734693877551,34.6938775510204,0,0,0
"2900","AASlX/IxNoA=",0,0,0,11.9402985074627,65.6716417910448,0,0,22.3880597014925,0,0,0,0
"2901","ABAAAAAA",0,0,0,0,0,0,100,0,0,0,0,0
"2902","AAT6N/IxNoA=",0,0,0,0,0,0,63.8888888888889,0,0,0,36.1111111111111,0
"2903","AAToSvIxNoA=",0,0,0,0,0,0,100,0,0,0,0,0
"2904","AASSJ/IxNoA=",0,0,0,0,0,0,24.3243243243243,21.6216216216216,0,54.0540540540541,0,0
"2905","AASjKvIxNoA=",0,0,0,0,0,0,0,0,100,0,0,0
"2906","AAQPQfIxNoE=",0,0,0,0,0,0,0,100,0,0,0,0
"2907","AAQgefIxNoE=",0,0,0,0,100,0,0,0,0,0,0,0
"2908","AARPM/IxNoA=",0,0,0,0,0,0,0,0,100,0,0,0
"2909","AAQfbfIxNoA=",0,1.14942528735632,3.83141762452107,13.4099616858238,13.7931034482759,0,18.7739463601533,49.0421455938697,0,0,0,0
"2910","AATukCp1M4A=",0,0,0,0,31.3099041533546,0,0,38.3386581469649,30.3514376996805,0,0,0
"2911","AAQiZfIxNoA=",0,0,0,0,0,54.5454545454545,45.4545454545455,0,0,0,0,0
"2912","X8hPwM4IhmE=",0,0,13.8157894736842,0,0,0,19.0789473684211,0,67.1052631578947,0,0,0
"2913","AAQwN/IxNoA=",100,0,0,0,0,0,0,0,0,0,0,0
