"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"1338","uPJsOubB3mE=",0,10.9826589595376,0,12.7167630057803,0,0,0,36.4161849710983,39.8843930635838,0,0,0
"1339","lhYWQcCwfmE=",0,0,0,21.1267605633803,0,45.0704225352113,10.2112676056338,23.5915492957746,0,0,0,0
"1340","NuupnKPhiGE=",0,0,0,0,100,0,0,0,0,0,0,0
"1341","AATm5CrESIA=",17.3076923076923,0,0,40.3846153846154,0,0,0,0,42.3076923076923,0,0,0
"1342","AAScafIxNoA=",0,0,10.4938271604938,22.2222222222222,67.2839506172839,0,0,0,0,0,0,0
"1343","AASHdfIxNoA=",0,0,17.7777777777778,4.44444444444444,0,0,0,37.7777777777778,0,40,0,0
"1344","AATKZfIxNoA=",0,0,0,14.4602851323829,14.867617107943,0,26.8839103869654,0,27.2912423625255,16.4969450101833,0,0
"1345","AASD3irESIA=",0,0,0,0,8,60,0,0,4,0,28,0
"1346","AAQpzyrESIE=",3.27868852459016,0,0,40.9836065573771,0,9.83606557377049,45.9016393442623,0,0,0,0,0
"1347","AARqzyrESIE=",0,0,61.5384615384615,0,0,26.9230769230769,0,0,0,0,0,11.5384615384615
"1348","AATU3yrESIA=",0,0,21.4285714285714,35.7142857142857,0,7.14285714285714,0,30.952380952381,4.76190476190476,0,0,0
"1349","AAQi3irESIE=",0,0,57.7319587628866,0,0,0,28.8659793814433,0,13.4020618556701,0,0,0
"1350","AAQF3yrESIE=",0,0,0,0,86.8421052631579,0,0,0,13.1578947368421,0,0,0
"1351","AATA0irESIA=",0,0,0,0,34.2105263157895,35.5263157894737,30.2631578947368,0,0,0,0,0
"1352","AARhzyrESIA=",0,0,0,0,0,0,0,100,0,0,0,0
"1353","AARr4CrESIA=",0,0,0,0,20.8333333333333,0,8.33333333333333,41.6666666666667,11.1111111111111,18.0555555555556,0,0
"1354","AATJmCrESIA=",0,0,0,0,2.08333333333333,11.1111111111111,59.7222222222222,27.0833333333333,0,0,0,0
"1355","AASuQvIxNoA=",0,0,0,0,28,0,12,0,12,0,48,0
"1356","GkMWbluOKWE=",0,0,7.42857142857143,0,37.3714285714286,34.9714285714286,9.6,10.6285714285714,0,0,0,0
"1357","dCOh4gi4S2E=",0,0,0,0,0,100,0,0,0,0,0,0
"1358","AATS4irESIA=",0,0,0,8.60215053763441,38.7096774193548,25.8064516129032,26.8817204301075,0,0,0,0,0
"1359","CzGyGLKGz2E=",0,0,0,0,40.6593406593407,0,0,59.3406593406593,0,0,0,0
"1360","AARUzyrESIA=",0,0,0,0,0,0,100,0,0,0,0,0
"1361","AARn3yrESIE=",0,0,0,0,0,56.8421052631579,43.1578947368421,0,0,0,0,0
